Plate,Comment [Plate Comments Replicate],Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Compound Name,Compound PubChem CID,Compound PubChem URL,Compound Concentration (microMolar),CAS,Compound SMILES,Control Type,Comment [Control Type Comments],Quality Control,Comment [Quality Control Comments],Channels
BSF019088,Za,A1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0005397,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,negative control,0.01%,solvent control,"pass, non-toxic in absence of infection",Hoechst:nuclei;GFP:infection
BSF019088,Za,A10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0005397,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,negative control,0.01%,solvent control,"pass, non-toxic in absence of infection",Hoechst:nuclei;GFP:infection
BSF019088,Za,A11,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0005397,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,negative control,0.01%,solvent control,"pass, non-toxic in absence of infection",Hoechst:nuclei;GFP:infection
BSF019088,Za,A12,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0005397,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,negative control,0.01%,solvent control,"pass, non-toxic in absence of infection",Hoechst:nuclei;GFP:infection
BSF019088,Za,A13,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0005397,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,positive control,,inhibits influenza virus replication,,Hoechst:nuclei;GFP:infection
BSF019088,Za,A14,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0005397,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,positive control,,inhibits influenza virus replication,,Hoechst:nuclei;GFP:infection
BSF019088,Za,A15,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0005397,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,positive control,,inhibits influenza virus replication,,Hoechst:nuclei;GFP:infection
BSF019088,Za,A16,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0005397,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,positive control,,inhibits influenza virus replication,,Hoechst:nuclei;GFP:infection
BSF019088,Za,A17,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0005397,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,positive control,,inhibits influenza virus replication,,Hoechst:nuclei;GFP:infection
BSF019088,Za,A18,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0005397,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,positive control,,inhibits influenza virus replication,,Hoechst:nuclei;GFP:infection
